link,full_name,description,year,mileage_km,fuel_type,price_pln,offer_from,show_vin_offers,has_registration_number,brand,model,version,generation,production_year,mileage,engine_capacity_detail,fuel_type_detail,power,gearbox,autonomy,drive,battery_capacity,type_of_battery_property,fuel_consumption_average,fuel_consumption_outside_city,fuel_consumption_in_city,damaged,body_type,co2_emission,number_of_doors,number_of_seats,color,color_type,manufacturers_warranty_period,or_warranty_up_to_km,country_of_origin,first_registration_date,registration_number,registered_in_poland,first_owner,accident_free,serviced_at_dealership,condition 
https://www.otomoto.pl/osobowe/oferta/audi-a4-sprzedam-audi-a4-b9-ID6GdKYK.html,Audi A4 2.0 TDI,1 968 cm3 • 150 KM • Sprzedam Audi A4 B9,2016,161 000 km,Diesel,78 200,Prywatne,Tak,Tak,Audi,A4,2.0 TDI,B9 (2015-),2016,161 000 km,1 968 cm3,Diesel,150 KM,Manualna,,Na przednie koła,,,,3.0 l/100km,4 l/100km,Sedan,,104 g/km,5,5,Czarny,,,,,27 luty 2017,EOP PS77,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-serwisowany-bezwypadkowy-s-line-ID6GdKQS.html,Audi A4 Avant 3.0 TDI DPF quattro S tronic S line Sportpaket,2 967 cm3 • 245 KM • serwisowany bezwypadkowy S line,2012,225 000 km,Diesel,61 999,Prywatne,Tak,Tak,Audi,A4,Avant 3.0 TDI DPF quattro S tronic S line Sportpaket,B8 (2007-2015),2012,225 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,,4x4 (stały),,,,,7 l/100km,Kombi,,,5,5,Biały,,,,,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-8l-1-8t-ID6GdKXm.html,Audi A3,1 781 cm3 • 150 KM • 8L 1.8t,2000,202 000 km,Benzyna+LPG,12 500,Prywatne,Tak,Tak,Audi,A3,,8L (1996-2003),2000,202 000 km,1 781 cm3,Benzyna+LPG,150 KM,Manualna,,Na przednie koła,,,,,,Kompakt,,,3,5,Szary,Metalik,,,,15 luty 2000,rta 48314,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s5-piekny-ID6G99VH.html,Audi S5 Cabrio S tronic,2 995 cm3 • 333 KM • Piękny!!!,2012,112 000 km,Benzyna,72 900,Prywatne,Tak,Tak,Audi,S5,Cabrio S tronic,,2012,112 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,,4x4 (stały),,,,6.5 l/100km,"10,30 l/100km",Kabriolet,,184 g/km,2,4,Czarny,Metalik,,,Szwajcaria,28 kwiecień 2023,WG1961K,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-do-sprzedania-audi-q5-ID6FU64P.html,Audi Q5 2.0 TDI quattro (clean diesel) S tronic,1 968 cm3 • 163 KM • Do sprzedania Audi Q5.,2009,229 000 km,Diesel,53 900,Prywatne,Tak,Tak,Audi,Q5,2.0 TDI quattro (clean diesel) S tronic,8R (2008-2016),2009,229 000 km,1 968 cm3,Diesel,163 KM,Automatyczna,,4x4 (stały),,,,5.3 l/100km,"6,40 l/100km",SUV,,,5,5,Srebrny,Metalik,,,Belgia,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-lift-quattro-2016r-tiptronic-zf8hp-ID6GdKW5.html,Audi A6,1 984 cm3 • 252 KM • Audi a6 c7 lift quattro 2016r Tiptronic ZF8HP,2016,130 000 km,Benzyna,89 900,Prywatne,Tak,Tak,Audi,A6,,C7 (2011-2018),2016,130 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,4x4 (stały),,,,,,Sedan,,,4,5,Czarny,Perłowy,,,,styczeń 2016,WCI 81956,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-b7-quattro-1-8t-163km-sprowadzony-oplacony-bezwypadkowy-ID6GdKUz.html,Audi A4 Avant 1.8T Quattro,"1 781 cm3 • 163 KM • B7 QUATTRO 1.8T 163KM, sprowadzony, opłacony, BEZWYPADKOWY!",2006,228 454 km,Benzyna,29 690,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T Quattro,B7 (2004-2007),2006,228 454 km,1 781 cm3,Benzyna,163 KM,Manualna,,4x4 (stały),,,,7.0 l/100km,12 l/100km,Kombi,,,5,5,Szary,Metalik,,,Niemcy,,,,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-ID6GdKUc.html,Audi A4 Avant 1.8T,1 781 cm3 • 150 KM,2002,328 600 km,Benzyna+LPG,13 500,Prywatne,Tak,,Audi,A4,Avant 1.8T,B6 (2000-2004),2002,328 600 km,1 781 cm3,Benzyna+LPG,150 KM,Manualna,,,,,,,11 l/100km,Kombi,,,5,,Srebrny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-salon-polska-drugi-wlasciciel-ID6G9sRz.html,Audi A6 3.0 TDI Quattro S tronic,2 967 cm3 • 245 KM • Salon Polska -drugi właściciel,2012,163 040 km,Diesel,69 999,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro S tronic,C7 (2011-2018),2012,163 040 km,2 967 cm3,Diesel,245 KM,Automatyczna,,4x4 (stały),,,,,7 l/100km,Sedan,,,4,,Czarny,,,,Polska,10 styczeń 2013,KNS9076K,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-sportback-stronic-s-line-krajowy-2-komplety-kol-navi-skora-ID6G8KRD.html,Audi A3 2.0 TDI clean diesel Ambition S tronic,"1 968 cm3 • 150 KM • Sportback, Stronic, S-line, Krajowy, 2 komplety kół, Navi, Skóra",2015,226 212 km,Diesel,61 900,Prywatne,Tak,Tak,Audi,A3,2.0 TDI clean diesel Ambition S tronic,8V (2012-),2015,226 212 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kompakt,,116 g/km,5,5,Czarny,Metalik,,,Polska,29 marzec 2016,SPS86528,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-3-0-tdi-204km-ID6GdKNP.html,Audi A6 3.0 TDI Multitronic,"2 967 cm3 • 204 KM • Audi a6 c7 3,0 tdi 204km",2012,312 780 km,Diesel,50 000,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Multitronic,C7 (2011-2018),2012,312 780 km,2 967 cm3,Diesel,204 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kombi,,136 g/km,5,5,Czarny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-a3-8p-1-6mpi-rezerwacja-rezerwacja-ID6GdKNG.html,Audi A3 1.6 Sportback Ambition,1 595 cm3 • 102 KM • A3 8p 1.6mpi Rezerwacja Rezerwacja!!!,2006,67 000 km,Benzyna,25 900,Prywatne,Tak,Tak,Audi,A3,1.6 Sportback Ambition,8P (2003-2012),2006,67 000 km,1 595 cm3,Benzyna,102 KM,Manualna,,Na przednie koła,,,,5.4 l/100km,"9,50 l/100km",Kompakt,,164 g/km,5,5,Bordowy,Metalik,,,Niemcy,25 grudzień 2006,Noh 1234,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-b8-z-niemiec-xenon-led-navi-skory-ID6FB0le.html,Audi A4 2.0 TDI,1 968 cm3 • 143 KM • B8 Z Niemiec Xenon led navi skóry,2009,252 000 km,Diesel,37 400,Prywatne,Tak,Tak,Audi,A4,2.0 TDI,B8 (2007-2015),2009,252 000 km,1 968 cm3,Diesel,143 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kombi,,124 g/km,5,5,Czarny,Metalik,,,Niemcy,04 grudzień 2009,WZW40169,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-a3-8p-1-6mpi-rezerwacja-rezerwacja-ID6GdKNG.html,Audi A3 1.6 Sportback Ambition,1 595 cm3 • 102 KM • A3 8p 1.6mpi Rezerwacja Rezerwacja!!!,2006,67 000 km,Benzyna,25 900,Prywatne,Tak,Tak,Audi,A3,1.6 Sportback Ambition,8P (2003-2012),2006,67 000 km,1 595 cm3,Benzyna,102 KM,Manualna,,Na przednie koła,,,,5.4 l/100km,"9,50 l/100km",Kompakt,,164 g/km,5,5,Bordowy,Metalik,,,Niemcy,25 grudzień 2006,Noh 1234,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-b8-z-niemiec-xenon-led-navi-skory-ID6FB0le.html,Audi A4 2.0 TDI,1 968 cm3 • 143 KM • B8 Z Niemiec Xenon led navi skóry,2009,252 000 km,Diesel,37 400,Prywatne,Tak,Tak,Audi,A4,2.0 TDI,B8 (2007-2015),2009,252 000 km,1 968 cm3,Diesel,143 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,5 l/100km,Kombi,,124 g/km,5,5,Czarny,Metalik,,,Niemcy,04 grudzień 2009,WZW40169,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-audi-q7-3-0-tdi-s-line-quattro-ID6GdKMS.html,Audi Q7,2 967 cm3 • 240 KM • Audi Q7 3.0 TDI S-Line Quattro,2008,340 000 km,Diesel,69 000,Prywatne,Tak,,Audi,Q7,,I (2005-2015),2008,340 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,,,,,,,8 l/100km,SUV,,,5,,Biały,,,,,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-s-line-plus-170km-webasto-alcantara-bixenon-skretny-18-al-serwis-ID6Gbmyy.html,Audi A4 Avant 2.0 TDI DPF,"1 968 cm3 • 170 KM • S-LINE PLUS 170KM WEBASTO Alcantara Bixenon skrętny 18""Al Serwis",2009,259 894 km,Diesel,35 900,Prywatne,Tak,Tak,Audi,A4,Avant 2.0 TDI DPF,B8 (2007-2015),2009,259 894 km,1 968 cm3,Diesel,170 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,7 l/100km,Kombi,,154 g/km,5,5,Granatowy,Perłowy,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-quattro-s-line-ID6GdKIv.html,Audi A3 2.0 TDI DPF Quattro Ambiente,1 968 cm3 • 170 KM • Quattro S-Line,2009,337 345 km,Diesel,33 700,Prywatne,Tak,Tak,Audi,A3,2.0 TDI DPF Quattro Ambiente,8P (2003-2012),2009,337 345 km,1 968 cm3,Diesel,170 KM,Manualna,,4x4 (dołączany automatycznie),,,,4.0 l/100km,7 l/100km,Kompakt,,148 g/km,5,5,Biały,,,,Niemcy,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-c7-competiton-v6t-s-line-326km-bitdi-lift-matrix-pano-ID6GcJfa.html,Audi A6 Avant 3.0 TDI competition quattro tiptronic,2 967 cm3 • 326 KM • c7 Competiton V6T s-line 326km BiTdi Lift Matrix Pano,2017,285 000 km,Diesel,98 000,Prywatne,Tak,Tak,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,C7 (2011-2018),2017,285 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,,4x4 (stały),,,,,"7,70 l/100km",Kombi,,169 g/km,5,5,Niebieski,Perłowy,,,Niemcy,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a1-s-line-rude-skory-jak-nowe-z-austrii-cliamtronic-navi-led-xenon-ID6FEeQG.html,Audi A1 1.2 TFSI S line edition,1 197 cm3 • 86 KM • S line rude skóry jak NOWE z Austrii Cliamtronic Navi LED Xenon,2013,110 000 km,Benzyna,39 999,Prywatne,Tak,,Audi,A1,1.2 TFSI S line edition,,2013,110 000 km,1 197 cm3,Benzyna,86 KM,Manualna,,,,,,,"6,20 l/100km",Auta miejskie,,,3,4,Czarny,Perłowy,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-3-0-tdi-competition-ID6GdKHa.html,Audi A6 Avant 3.0 TDI competition quattro tiptronic,2 967 cm3 • 326 KM • Audi a6 c7 3.0 TDI competition,2015,205 000 km,Diesel,92 999,Prywatne,Tak,Tak,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,C7 (2011-2018),2015,205 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,,4x4 (stały),,,,5.7 l/100km,"7,70 l/100km",Kombi,,169 g/km,5,5,Szary,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-s-line-exclusive-dark-edition-ID6GdKt3.html,Audi A4 Avant 2.7 TDI DPF multitronic S line Sportpaket (plus),"2 698 cm3 • 190 KM • S Line, Exclusive, Dark edition",2010,305 000 km,Diesel,40 700,Prywatne,Tak,Tak,Audi,A4,Avant 2.7 TDI DPF multitronic S line Sportpaket (plus),B8 (2007-2015),2010,305 000 km,2 698 cm3,Diesel,190 KM,Automatyczna,,Na przednie koła,,,,5.8 l/100km,"7,70 l/100km",Kombi,,169 g/km,5,5,Inny kolor,Metalik,,,Belgia,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-1-8turbo-163km-bezwypadkowy-nowy-rozrzad-zarejestrowany-ID6FvzQq.html,Audi A4 Avant 1.8T,1 781 cm3 • 163 KM • 1.8Turbo 163KM Bezwypadkowy!! nowy rozrząd!! ZAREJESTROWANY,2006,182 280 km,Benzyna,22 900,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T,B7 (2004-2007),2006,182 280 km,1 781 cm3,Benzyna,163 KM,Manualna,,Na przednie koła,,,,,11 l/100km,Kombi,,,5,5,Srebrny,Metalik,,,Niemcy,28 kwiecień 2006,WBR 2W16,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b6-1-8t-automat-9999zl-polecam-ID6GdKDS.html,Audi A4 Avant 1.8T Multitronic,1 781 cm3 • 163 KM • Audi a4 b6 1.8T AUTOMAT ! 9999ZŁ pOLECAM,2002,232 312 km,Benzyna,9 999,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T Multitronic,B6 (2000-2004),2002,232 312 km,1 781 cm3,Benzyna,163 KM,Automatyczna,,Na przednie koła,,,,6.0 l/100km,11 l/100km,Kombi,,,5,5,Granatowy,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q2-audi-q2-s-line-virtual-cocpit-bezkluczykowy-dostep-full-opcja-ID6DRYRM.html,Audi Q2 1.4 TFSI CoD Sport S tronic,"1 395 cm3 • 150 KM • Audi Q2 S line, Virtual Cocpit, bezkluczykowy dostęp FULL opcja",2017,130 000 km,Benzyna,83 000,Prywatne,Tak,Tak,Audi,Q2,1.4 TFSI CoD Sport S tronic,,2017,130 000 km,1 395 cm3,Benzyna,150 KM,Automatyczna,,Na przednie koła,,,,,6 l/100km,SUV,,119 g/km,5,5,Czarny,Metalik,,,Polska,22 wrzesień 2016,GA017CG,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q3-audi-q3-2-0-turbo-benzyna-automat-4x4-automat-ID6G7ATB.html,Audi Q3 40 TFSI Quattro S Line S tronic,1 984 cm3 • 190 KM • Audi Q3 2.0 Turbo Benzyna Automat 4x4 Automat,2016,93 100 km,Benzyna,65 900,Prywatne,Tak,Tak,Audi,Q3,40 TFSI Quattro S Line S tronic,,2016,93 100 km,1 984 cm3,Benzyna,190 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,7 l/100km,SUV,,152 g/km,5,5,Biały,Metalik,,,Polska,styczeń 2016,WL XXXXX,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-audi-a8-60-tfsi-quattro-tiptronic-dostepny-na-miejscu-ID6FIiUr.html,Audi A8 60 TFSI mHEV Quattro Tiptr,3 996 cm3 • 460 KM • Audi A8 60 TFSI quattro tiptronic | DOSTĘPNY NA MIEJSCU,2022,10 km,Benzyna,559 000,Firma,Tak,,Audi,A8,60 TFSI mHEV Quattro Tiptr,D5 (2017-),2022,10 km,3 996 cm3,Benzyna,460 KM,Automatyczna,,4x4 (stały),,,,7.0 l/100km,15 l/100km,Sedan,,245 g/km,4,5,Beżowy,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a7-b-o-panorama-pneumatyka-matrix-hd-virtual-ambiente-ID6GdKyi.html,Audi A7 50 TDI mHEV Quattro Tiptronic,"2 967 cm3 • 286 KM • B&O, Panorama, Pneumatyka, Matrix HD, Virtual, Ambiente",2019,135 000 km,Diesel,229 000,Prywatne,Tak,,Audi,A7,50 TDI mHEV Quattro Tiptronic,C8 (2018-),2019,135 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,,7 l/100km,Sedan,,,5,5,Czarny,Metalik,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-audi-a8-d4-4-2tdi-ID6GdKm9.html,Audi A8,4 134 cm3 • 351 KM • Audi A8 d4 4.2TDI,2010,345 000 km,Diesel,85 000,Prywatne,Tak,Tak,Audi,A8,,D4 (2010-),2010,345 000 km,4 134 cm3,Diesel,351 KM,Automatyczna,,,,,,,10 l/100km,Sedan,,,4,5,Czarny,Metalik,,,,24 luty 2010,PO4UH25,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-sportback-automat-benzyna-ID6GdKzQ.html,Audi A3 1.4 TFSI Sportback S tronic Ambiente,1 390 cm3 • 125 KM • Audi A3 Sportback Automat Benzyna,2011,149 252 km,Benzyna,12 999,Prywatne,Tak,Tak,Audi,A3,1.4 TFSI Sportback S tronic Ambiente,8P (2003-2012),2011,149 252 km,1 390 cm3,Benzyna,125 KM,Automatyczna,,Na przednie koła,,,,4.8 l/100km,"6,60 l/100km",Kompakt,Tak,127 g/km,5,5,Czerwony,,,,Niemcy,02 maj 2011,Ony12345,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-1-8t-lpg-zadbane-ID6GdKyF.html,Audi A4 Avant 1.8T,"1 781 cm3 • 163 KM • Audi A4 B7 1.8T+LPG, zadbane",2004,268 000 km,Benzyna+LPG,23 900,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T,B7 (2004-2007),2004,268 000 km,1 781 cm3,Benzyna+LPG,163 KM,Manualna,,Na przednie koła,,,,6.0 l/100km,11 l/100km,Sedan,,,5,5,Szary,Metalik,,,Niemcy,08 grudzień 2004,ES50658,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-sline-wirtual-navi-alkantara-webasto-serwisowana-bezwypadkowa-gwarancj-ID6GdKzo.html,Audi Q7 3.0 TDI Quattro Tiptronic,2 967 cm3 • 272 KM • SLINE WIRTUAL NAVI ALKANTARA WEBASTO serwisowana bezwypadkowa gwarancj,2016,225 000 km,Diesel,164 900,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI Quattro Tiptronic,II (2015-),2016,225 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,6 l/100km,SUV,,149 g/km,5,7,Szary,Perłowy,,,,12 maj 2016,EKU09090,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-2015-2-0-190km-quattro-stronic-sline-ID6G2oPS.html,Audi A5 2.0 TDI clean diesel Quattro S tronic,1 968 cm3 • 190 KM • 2015 2.0 190KM Quattro STRONIC SLINE,2015,249 900 km,Diesel,78 900,Prywatne,Tak,,Audi,A5,2.0 TDI clean diesel Quattro S tronic,8T (2007-2016),2015,249 900 km,1 968 cm3,Diesel,190 KM,Automatyczna,,4x4 (stały),,,,,6 l/100km,Sedan,,,5,5,Inny kolor,Metalik,,,,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b6-3-0-quattro-220km-szwajcar-ID6GdKuz.html,Audi A4 Avant 3.0 Quattro Tiptr,2 976 cm3 • 220 KM • AUDI A4 B6 3.0 Quattro 220km Szwajcar,2004,240 000 km,Benzyna,17 900,Prywatne,Tak,Tak,Audi,A4,Avant 3.0 Quattro Tiptr,B6 (2000-2004),2004,240 000 km,2 976 cm3,Benzyna,220 KM,Automatyczna,,,,,,4.0 l/100km,7 l/100km,Kombi,,,5,5,Szary,Metalik,,,,25 marzec 2004,Xx,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-panorama-alcantara-webasto-ID6G8aLs.html,Audi A6 Avant 3.0 TDI DPF quattro S tronic,"2 967 cm3 • 204 KM • Panorama, alcantara, webasto",2012,282 130 km,Diesel,66 666,Prywatne,Tak,Tak,Audi,A6,Avant 3.0 TDI DPF quattro S tronic,C7 (2011-2018),2012,282 130 km,2 967 cm3,Diesel,204 KM,Automatyczna,,4x4 (stały),,,,,"6,80 l/100km",Kombi,,,5,5,Czarny,,,,,27 marzec 2012,T0 RAV,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-polift-krajowy-aso-do-220-tys-2-x-s-line-ID6GdJOw.html,Audi A6 2.0 TDI ultra S tronic,1 968 cm3 • 190 KM • Audi a6 c7 polift Krajowy ASO do 220 tys 2 x s line,2014,306 000 km,Diesel,85 000,Prywatne,Tak,,Audi,A6,2.0 TDI ultra S tronic,C7 (2011-2018),2014,306 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,,,,,,5 l/100km,Sedan,,,5,5,Czarny,Metalik,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-sprzedam-a4-ID6G5Mk0.html,Audi A4 2.0 TDI,1 968 cm3 • 143 KM • Sprzedam A4,2009,287 476 km,Diesel,35 900,Prywatne,Tak,,Audi,A4,2.0 TDI,B8 (2007-2015),2009,287 476 km,1 968 cm3,Diesel,143 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Kombi,,,5,,Niebieski,,,,,26 luty 2009,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-2-x-s-line-quattro-190ps-recaro-kamery-360-panorama-radar-max-opcja-ID6GdKpX.html,Audi A4 40 TDI Quattro S Line S tronic,1 968 cm3 • 190 KM • 2 x S LINE QUATTRO 190ps RECARO Kamery 360 Panorama RADAR MAX Opcja,2019,168 000 km,Diesel,119 900,Prywatne,Tak,Tak,Audi,A4,40 TDI Quattro S Line S tronic,B9 (2015-),2019,168 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,134 g/km,5,5,Szary,Metalik,,,Niemcy,10 kwiecień 2019,S LINE QUATTRO RECARO KAMERY 360 BANG OLUFSEN,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-cesja-leasingu-audi-a5-ID6G7r2Q.html,Audi A5 45 TFSI mHEV Quattro Black Edition S tronic,1 984 cm3 • 265 KM • cesja leasingu audi a5,2021,62 000 km,Benzyna,229 000,Prywatne,Tak,,Audi,A5,45 TFSI mHEV Quattro Black Edition S tronic,F5 (2016-),2021,62 000 km,1 984 cm3,Benzyna,265 KM,Automatyczna,,4x4 (stały),,,,,9 l/100km,Kompakt,,,5,5,Czarny,Perłowy,1 Grudnia 2026,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-avant-sport-stronic-lift-gwarancja-do-2025-ID6G4Bzr.html,Audi A4 30 TDI mHEV Advanced S tronic,1 968 cm3 • 136 KM • Audi A4 Avant Sport Stronic Lift gwarancja do 2025,2020,52 300 km,Diesel,125 000,Prywatne,Tak,Tak,Audi,A4,30 TDI mHEV Advanced S tronic,B9 (2015-),2020,52 300 km,1 968 cm3,Diesel,136 KM,Automatyczna,,Na przednie koła,,,,3.0 l/100km,4 l/100km,Kombi,,102 g/km,4,,Czarny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-full-led-wirtualny-kokpit-oryginalny-niski-przebieg-2017r-ID6FnlYa.html,Audi A3 1.6 TDI clean diesel Attraction,1 598 cm3 • 110 KM • Full LED ! Wirtualny kokpit! Oryginalny niski przebieg! 2017r,2017,52 100 km,Diesel,75 500,Prywatne,Tak,,Audi,A3,1.6 TDI clean diesel Attraction,8V (2012-),2017,52 100 km,1 598 cm3,Diesel,110 KM,Manualna,,Na przednie koła,,,,4 l/100km,6 l/100km,Kompakt,,,5,5,Granatowy,Perłowy,,,,,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-2013r-2-0-tdi-177ps-quattro-2x-s-line-ID6GdKlZ.html,Audi A4 Avant 2.0 TDI DPF quattro S line Sportpaket,1 968 cm3 • 177 KM • 2013R. 2.0 TDI 177PS quattro 2x s-line,2013,225 000 km,Diesel,27 900,Prywatne,Tak,Tak,Audi,A4,Avant 2.0 TDI DPF quattro S line Sportpaket,B8 (2007-2015),2013,225 000 km,1 968 cm3,Diesel,177 KM,Manualna,,4x4 (stały),,,,4.7 l/100km,"6,30 l/100km",Kombi,Tak,139 g/km,5,5,Czarny,Metalik,,,,18 czerwiec 2013,xxxxxx,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-2016-4x4-quattro-premium-plus-ID6GdKjv.html,Audi Q5 2.0 TFSI quattro tiptronic,"1 984 cm3 • 211 KM • AUDI Q5 2016, 4x4 quattro premium plus",2016,139 000 km,Benzyna,84 500,Prywatne,Tak,Tak,Audi,Q5,2.0 TFSI quattro tiptronic,8R (2008-2016),2016,139 000 km,1 984 cm3,Benzyna,211 KM,Automatyczna,,4x4 (stały),,,,7.1 l/100km,11 l/100km,SUV,,199 g/km,5,5,Czarny,Perłowy,,,Stany Zjednoczone,styczeń 2016,KCH21205,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-pelna-faktura-vat-ID6GdKhs.html,Audi A8 3.0 TDI DPF quattro tiptronic,2 967 cm3 • 262 KM • Pełna faktura VAT,2016,328 000 km,Diesel,115 000,Prywatne,Tak,Tak,Audi,A8,3.0 TDI DPF quattro tiptronic,D4 (2010-),2016,328 000 km,2 967 cm3,Diesel,262 KM,Automatyczna,,4x4 (stały),,,,4.9 l/100km,"7,30 l/100km",Sedan,,151 g/km,4,5,Złoty,,,,Niemcy,23 czerwiec 2016,xxxxxxx,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-super-audi-a3-sportback-2-0-tdi-sport-ID6FNFdD.html,Audi A3 2.0 TDI Sport,1 968 cm3 • 150 KM • Super Audi A3 Sportback 2.0 tdi Sport,2017,170 755 km,Diesel,66 500,Prywatne,Tak,Tak,Audi,A3,2.0 TDI Sport,8V (2012-),2017,170 755 km,1 968 cm3,Diesel,150 KM,Manualna,,Na przednie koła,,,,3.0 l/100km,4 l/100km,Kompakt,,105 g/km,5,5,Szary,Perłowy,,,Niemcy,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-pelna-faktura-vat-ID6GdKhs.html,Audi A8 3.0 TDI DPF quattro tiptronic,2 967 cm3 • 262 KM • Pełna faktura VAT,2016,328 000 km,Diesel,115 000,Prywatne,Tak,Tak,Audi,A8,3.0 TDI DPF quattro tiptronic,D4 (2010-),2016,328 000 km,2 967 cm3,Diesel,262 KM,Automatyczna,,4x4 (stały),,,,4.9 l/100km,"7,30 l/100km",Sedan,,151 g/km,4,5,Złoty,,,,Niemcy,23 czerwiec 2016,xxxxxxx,Tak,,,,Używane
